gene	log2FC	padj	dataset
TTTY8B	0	1	OLD_GSE52778
TTTY9B	0	1	OLD_GSE52778
TTYH1	-1.64487	1	OLD_GSE52778
TTYH2	0.731251	0.999906	OLD_GSE52778
TTYH3	0.78275	0.298005	OLD_GSE52778
TUB	0.404882	0.999906	OLD_GSE52778
TUBA1A	1.24003	0.0193404	OLD_GSE52778
TUBA1B	0.786817	0.428041	OLD_GSE52778
TUBA1C	0.430488	0.999906	OLD_GSE52778
TUBA3C	-1.79769e+308	1	OLD_GSE52778
TUBA3D	1.83908	1	OLD_GSE52778
TUBA3E	-0.871697	1	OLD_GSE52778
TUBA4A	1.53157	0.459745	OLD_GSE52778
TUBA4B	-1.33189	1	OLD_GSE52778
TUBA8	-0.0640461	0.999906	OLD_GSE52778
TUBAL3	0	1	OLD_GSE52778
TUBB	1.17133	0.0185436	OLD_GSE52778
TUBB1	-0.801709	0.999906	OLD_GSE52778
TUBB2A	-0.175364	0.999906	OLD_GSE52778
TUBB2B	0.0150965	0.999906	OLD_GSE52778
TUBB3	1.46716	0.022531	OLD_GSE52778
TUBB4A	0.617043	1	OLD_GSE52778
TUBB4B	0.149918	0.999906	OLD_GSE52778
TUBB6	-0.341899	0.999906	OLD_GSE52778
TUBB8	-0.13142	1	OLD_GSE52778
TUBBP5	-9.06569	1	OLD_GSE52778
TUBD1	0.0949667	0.999906	OLD_GSE52778
TUBE1	0.558526	0.999906	OLD_GSE52778
TUBG1	0.258088	0.999906	OLD_GSE52778
TUBG2	0.154203	0.999906	OLD_GSE52778
TUBGCP2	-0.0191677	0.999906	OLD_GSE52778
TUBGCP3	0.066679	0.999906	OLD_GSE52778
TUBGCP4	0.0433287	0.999906	OLD_GSE52778
TUBGCP5	0.0204388	0.999906	OLD_GSE52778
TUBGCP6	-0.302435	0.999906	OLD_GSE52778
TUFM	-0.0993795	0.999906	OLD_GSE52778
TUFT1	0.388007	0.999906	OLD_GSE52778
TUG1	0.0966938	0.999906	OLD_GSE52778
TULP1	-0.324924	1	OLD_GSE52778
TULP2	-0.734951	1	OLD_GSE52778
TULP3	-0.0513018	0.999906	OLD_GSE52778
TULP4	0.449645	0.999906	OLD_GSE52778
TUSC1	-0.00744672	0.999906	OLD_GSE52778
TUSC2	-0.257899	0.999906	OLD_GSE52778
TUSC3	0.288339	0.999906	OLD_GSE52778
TUSC5	-1.79769e+308	1	OLD_GSE52778
TUT1	0.0219304	0.999906	OLD_GSE52778
TWF1	-0.00751119	0.999906	OLD_GSE52778
TWF2	-0.0733797	0.999906	OLD_GSE52778
TWIST1	0.147799	0.999906	OLD_GSE52778
TWIST2	-0.672809	0.524175	OLD_GSE52778
TWISTNB	-0.144832	0.999906	OLD_GSE52778
TWSG1	-0.024687	0.999906	OLD_GSE52778
TXK	1.38171	1	OLD_GSE52778
TXLNA	-0.420037	0.999906	OLD_GSE52778
TXLNB	0.72377	0.999906	OLD_GSE52778
TXLNG	-0.0471302	0.999906	OLD_GSE52778
TXLNG2P	-0.0309891	0.999906	OLD_GSE52778
TXN	-0.150311	0.999906	OLD_GSE52778
TXN2	-0.00414052	0.999906	OLD_GSE52778
TXNDC11	-0.545358	0.999906	OLD_GSE52778
TXNDC12	-0.188254	0.999906	OLD_GSE52778
TXNDC15	-0.256753	0.999906	OLD_GSE52778
TXNDC16	-0.367994	0.999906	OLD_GSE52778
TXNDC17	-0.172002	0.999906	OLD_GSE52778
TXNDC2	-2.65114	1	OLD_GSE52778
TXNDC3	-1.79769e+308	1	OLD_GSE52778
TXNDC5	0.0618196	0.999906	OLD_GSE52778
TXNDC8	0	1	OLD_GSE52778
TXNDC9	-0.232547	0.999906	OLD_GSE52778
TXNIP	0.213565	0.999906	OLD_GSE52778
TXNL1	0.310526	0.999906	OLD_GSE52778
TXNL4A	-0.192977	0.999906	OLD_GSE52778
TXNL4B	-0.120201	0.999906	OLD_GSE52778
TXNRD1	-1.5169	0.0484643	OLD_GSE52778
TXNRD2	-0.16493	0.999906	OLD_GSE52778
TXNRD3	0.140769	0.999906	OLD_GSE52778
TXNRD3NB	0.0469443	1	OLD_GSE52778
TYK2	-0.0645211	0.999906	OLD_GSE52778
TYMP	-1.55691	0.73154	OLD_GSE52778
TYMS	0.976198	0.609115	OLD_GSE52778
TYR	1.79769e+308	1	OLD_GSE52778
TYRO3	0.448049	0.999906	OLD_GSE52778
TYRO3P	0.628339	1	OLD_GSE52778
TYROBP	0.530288	1	OLD_GSE52778
TYRP1	-1.79769e+308	1	OLD_GSE52778
TYSND1	-0.44586	0.999906	OLD_GSE52778
TYW1	-0.0498665	0.999906	OLD_GSE52778
TYW1B	-0.00589081	0.999906	OLD_GSE52778
TYW3	-0.0203853	0.999906	OLD_GSE52778
TYW5	0.219431	0.999906	OLD_GSE52778
U2AF1	-0.298564	0.999906	OLD_GSE52778
U2AF1L4	0.0672815	0.999906	OLD_GSE52778
U2AF2	0.223327	0.999906	OLD_GSE52778
U2SURP	0.0284115	0.999906	OLD_GSE52778
UACA	0.438156	0.999906	OLD_GSE52778
UAP1	-0.71607	0.428041	OLD_GSE52778
UAP1L1	0.344797	0.999906	OLD_GSE52778
UBA1	-0.0670172	0.999906	OLD_GSE52778
UBA2	-0.359218	0.999906	OLD_GSE52778
UBA3	-0.272054	0.999906	OLD_GSE52778
UBA5	0.313835	0.999906	OLD_GSE52778
UBA52	0.0550493	0.999906	OLD_GSE52778
UBA6	0.29821	0.999906	OLD_GSE52778
UBA7	0.444971	0.999906	OLD_GSE52778
UBAC1	-0.045434	0.999906	OLD_GSE52778
UBAC2	-0.0931476	0.999906	OLD_GSE52778
UBAC2-AS1	0.590497	1	OLD_GSE52778
UBAP1	-0.0648159	0.999906	OLD_GSE52778
UBAP1L	-0.217385	1	OLD_GSE52778
UBAP2	-0.0993954	0.999906	OLD_GSE52778
UBAP2L	-0.218317	0.999906	OLD_GSE52778
UBASH3A	0	1	OLD_GSE52778
UBASH3B	-1.11505	0.119554	OLD_GSE52778
UBB	0.403734	0.999906	OLD_GSE52778
UBC	-0.326442	0.999906	OLD_GSE52778
UBD	1.79769e+308	1	OLD_GSE52778
UBE2A	-0.10927	0.999906	OLD_GSE52778
UBE2B	-0.284172	0.999906	OLD_GSE52778
UBE2C	-0.34043	0.999906	OLD_GSE52778
UBE2D1	-0.091732	0.999906	OLD_GSE52778
UBE2D2	-0.245704	0.999906	OLD_GSE52778
UBE2D3	-0.152906	0.999906	OLD_GSE52778
UBE2D4	0.278459	0.999906	OLD_GSE52778
UBE2DNL	0	1	OLD_GSE52778
UBE2E1	0.273097	0.999906	OLD_GSE52778
UBE2E2	0.156391	0.999906	OLD_GSE52778
UBE2E3	0.242613	0.999906	OLD_GSE52778
UBE2F	-0.0961844	0.999906	OLD_GSE52778
UBE2F-SCLY	1.79769e+308	1	OLD_GSE52778
UBE2G1	0.00993926	0.999906	OLD_GSE52778
UBE2G2	-0.143054	0.999906	OLD_GSE52778
UBE2H	-0.0937895	0.999906	OLD_GSE52778
UBE2I	-0.0651647	0.999906	OLD_GSE52778
UBE2J1	-0.403798	0.999906	OLD_GSE52778
UBE2J2	-0.0761211	0.999906	OLD_GSE52778
UBE2K	-0.259861	0.999906	OLD_GSE52778
UBE2L3	-0.231301	0.999906	OLD_GSE52778
UBE2L6	-0.0295644	0.999906	OLD_GSE52778
UBE2M	-0.187973	0.999906	OLD_GSE52778
UBE2MP1	-0.111171	0.999906	OLD_GSE52778
UBE2N	-0.302146	0.999906	OLD_GSE52778
UBE2NL	-0.285592	0.999906	OLD_GSE52778
UBE2O	-0.205166	0.999906	OLD_GSE52778
UBE2Q1	-0.111428	0.999906	OLD_GSE52778
UBE2Q2	-0.205544	0.999906	OLD_GSE52778
UBE2Q2P1	0.0379676	0.999906	OLD_GSE52778
UBE2Q2P2,UBE2Q2P3	0.269721	1	OLD_GSE52778
UBE2Q2P3	0.439759	1	OLD_GSE52778
UBE2QL1	1.79769e+308	1	OLD_GSE52778
UBE2R2	-0.0113222	0.999906	OLD_GSE52778
UBE2S	-0.4295	0.999906	OLD_GSE52778
UBE2T	0.162146	0.999906	OLD_GSE52778
UBE2U	0	1	OLD_GSE52778
UBE2V1	-0.0587362	0.999906	OLD_GSE52778
UBE2V2	-0.0697589	0.999906	OLD_GSE52778
UBE2W	-0.272914	0.999906	OLD_GSE52778
UBE2Z	-0.100846	0.999906	OLD_GSE52778
UBE3A	-0.127835	0.999906	OLD_GSE52778
UBE3B	-0.158588	0.999906	OLD_GSE52778
UBE3C	-0.210116	0.999906	OLD_GSE52778
UBE3D	0.591527	0.999906	OLD_GSE52778
UBE4A	-0.0435456	0.999906	OLD_GSE52778
UBE4B	0.00639793	0.999906	OLD_GSE52778
UBFD1	0.235574	0.999906	OLD_GSE52778
UBIAD1	-0.743326	0.867861	OLD_GSE52778
UBL3	0.108921	0.999906	OLD_GSE52778
UBL4A	-0.163323	0.999906	OLD_GSE52778
UBL4B	-1.67449	1	OLD_GSE52778
UBL5	-0.3896	0.999906	OLD_GSE52778
UBL7	-0.152341	0.999906	OLD_GSE52778
UBLCP1	-0.280484	0.999906	OLD_GSE52778
UBN1	-0.177021	0.999906	OLD_GSE52778
UBN2	0.138197	0.999906	OLD_GSE52778
UBOX5	0.0962748	0.999906	OLD_GSE52778
UBP1	-0.227069	0.999906	OLD_GSE52778
UBQLN1	-0.217188	0.999906	OLD_GSE52778
UBQLN2	0.115053	0.999906	OLD_GSE52778
UBQLN3	0	1	OLD_GSE52778
UBQLN4	0.208472	0.999906	OLD_GSE52778
UBQLNL	-0.0836384	1	OLD_GSE52778
UBR1	-0.0182814	0.999906	OLD_GSE52778
UBR2	-0.130888	0.999906	OLD_GSE52778
UBR3	-0.25243	0.999906	OLD_GSE52778
UBR4	0.121816	0.999906	OLD_GSE52778
UBR5	-0.0885332	0.999906	OLD_GSE52778
UBR7	0.141254	0.999906	OLD_GSE52778
UBTD1	0.0343248	0.999906	OLD_GSE52778
UBTD2	0.194626	0.999906	OLD_GSE52778
UBTF	0.0982188	0.999906	OLD_GSE52778
UBTFL1	0	1	OLD_GSE52778
UBXN1	-0.0730169	0.999906	OLD_GSE52778
UBXN10	1.37571	1	OLD_GSE52778
UBXN11	0.443725	0.999906	OLD_GSE52778
UBXN2A	-0.294443	0.999906	OLD_GSE52778
UBXN2B	0.222899	0.999906	OLD_GSE52778
UBXN4	0.030656	0.999906	OLD_GSE52778
UBXN6	-0.125686	0.999906	OLD_GSE52778
UBXN7	0.0678336	0.999906	OLD_GSE52778
UBXN8	-0.115861	0.999906	OLD_GSE52778
UCA1	0	1	OLD_GSE52778
UCHL1	0.121469	0.999906	OLD_GSE52778
UCHL3	0.332587	0.999906	OLD_GSE52778
UCHL5	0.106216	0.999906	OLD_GSE52778
UCK1	-0.0831125	0.999906	OLD_GSE52778
UCK2	-0.343333	0.999906	OLD_GSE52778
UCKL1	-0.188595	0.999906	OLD_GSE52778
UCKL1-AS1	-0.419393	1	OLD_GSE52778
UCMA	0	1	OLD_GSE52778
UCN	0.186194	0.999906	OLD_GSE52778
UCN2	-0.993148	0.999906	OLD_GSE52778
UCN3	-1.79769e+308	1	OLD_GSE52778
UCP1	1.79769e+308	1	OLD_GSE52778
UCP2	-0.030928	0.999906	OLD_GSE52778
UCP3	0.0126489	1	OLD_GSE52778
UEVLD	-0.191763	0.999906	OLD_GSE52778
UFC1	0.0277493	0.999906	OLD_GSE52778
UFD1L	-0.172552	0.999906	OLD_GSE52778
UFL1	0.135772	0.999906	OLD_GSE52778
UFM1	-0.0660673	0.999906	OLD_GSE52778
UFSP1	-0.742979	0.999906	OLD_GSE52778
UFSP2	0.464587	0.999906	OLD_GSE52778
UG0898H09	0	1	OLD_GSE52778
UGCG	-0.598865	0.999906	OLD_GSE52778
UGDH	-0.374133	0.999906	OLD_GSE52778
UGGT1	0.0887706	0.999906	OLD_GSE52778
UGGT2	-0.183181	0.999906	OLD_GSE52778
UGP2	-0.848865	0.284158	OLD_GSE52778
UGT1A1	0	1	OLD_GSE52778
UGT1A10	0	1	OLD_GSE52778
UGT1A3	0	1	OLD_GSE52778
UGT1A4	0	1	OLD_GSE52778
UGT1A5	0	1	OLD_GSE52778
UGT1A6	0	1	OLD_GSE52778
UGT1A7	0	1	OLD_GSE52778
UGT1A8	0	1	OLD_GSE52778
UGT1A9	0	1	OLD_GSE52778
UGT2A1	0	1	OLD_GSE52778
UGT2A2	0	1	OLD_GSE52778
UGT2A3	0	1	OLD_GSE52778
UGT2B10	0	1	OLD_GSE52778
UGT2B11	0	1	OLD_GSE52778
UGT2B15,UGT2B17	0	1	OLD_GSE52778
UGT2B17	0	1	OLD_GSE52778
UGT2B28	0	1	OLD_GSE52778
UGT2B4	0	1	OLD_GSE52778
UGT2B7	-0.186607	1	OLD_GSE52778
UGT3A1	0	1	OLD_GSE52778
UGT3A2	-1.79769e+308	1	OLD_GSE52778
UGT8	-0.840297	1	OLD_GSE52778
UHMK1	-0.624151	0.724208	OLD_GSE52778
UHRF1	0.476281	0.999906	OLD_GSE52778
UHRF1BP1	0.0740624	0.999906	OLD_GSE52778
UHRF1BP1L	0.164796	0.999906	OLD_GSE52778
UHRF2	0.155891	0.999906	OLD_GSE52778
UIMC1	-0.103075	0.999906	OLD_GSE52778
ULBP1	0.361153	0.999906	OLD_GSE52778
ULBP2	0.0439668	0.999906	OLD_GSE52778
ULBP3	0.834142	0.999906	OLD_GSE52778
ULK1	0.0316582	0.999906	OLD_GSE52778
ULK2	-1.11768	0.0828012	OLD_GSE52778
ULK3	-0.423981	0.999906	OLD_GSE52778
ULK4	-0.0228906	0.999906	OLD_GSE52778
ULK4P2	0.191284	0.999906	OLD_GSE52778
ULK4P3	0.0724192	1	OLD_GSE52778
UMOD	0	1	OLD_GSE52778
UMODL1	0	1	OLD_GSE52778
UMPS	-0.0398686	0.999906	OLD_GSE52778
UNC119	0.277947	0.999906	OLD_GSE52778
UNC119B	-0.343437	0.999906	OLD_GSE52778
UNC13A	-2.00872	1	OLD_GSE52778
UNC13B	0.0887756	0.999906	OLD_GSE52778
UNC13C	-1.79769e+308	1	OLD_GSE52778
UNC13D	-0.408669	0.999906	OLD_GSE52778
UNC45A	-0.152783	0.999906	OLD_GSE52778
UNC45B	0	1	OLD_GSE52778
UNC50	-0.187522	0.999906	OLD_GSE52778
UNC5A	-1.79769e+308	1	OLD_GSE52778
UNC5B	1.01642	0.24575	OLD_GSE52778
UNC5C	0.763412	1	OLD_GSE52778
UNC5CL	0.0712072	1	OLD_GSE52778
UNC5D	0	1	OLD_GSE52778
UNC79	0.0733508	1	OLD_GSE52778
UNC80	0.862386	1	OLD_GSE52778
UNC93A	0	1	OLD_GSE52778
UNC93B1	-0.711488	0.871848	OLD_GSE52778
UNCX	0	1	OLD_GSE52778
UNG	0.274835	0.999906	OLD_GSE52778
UNK	0.231911	0.999906	OLD_GSE52778
UNKL	-0.343488	0.999906	OLD_GSE52778
UNQ6494	0	1	OLD_GSE52778
UNQ6975	0.00240624	1	OLD_GSE52778
UOX	-1.90778	1	OLD_GSE52778
UPB1	-3.15458	1	OLD_GSE52778
UPF1	-0.265063	0.999906	OLD_GSE52778
UPF2	0.0490038	0.999906	OLD_GSE52778
UPF3A	-0.108511	0.999906	OLD_GSE52778
UPF3B	-0.165522	0.999906	OLD_GSE52778
UPK1A	0.0142825	0.999906	OLD_GSE52778
UPK1B	-1.79769e+308	1	OLD_GSE52778
UPK2	3.09607	1	OLD_GSE52778
UPK3A	-1.79769e+308	1	OLD_GSE52778
UPK3B	-0.749994	1	OLD_GSE52778
UPK3BL	0.26727	0.999906	OLD_GSE52778
UPP1	1.04513	0.999906	OLD_GSE52778
UPP2	0.482238	1	OLD_GSE52778
UPRT	0.0132825	0.999906	OLD_GSE52778
UQCC	-0.00277617	0.999906	OLD_GSE52778
UQCR10	-0.0259322	0.999906	OLD_GSE52778
UQCR11	-0.111794	0.999906	OLD_GSE52778
UQCRB	0.167643	0.999906	OLD_GSE52778
UQCRBP1	-0.141728	0.999906	OLD_GSE52778
UQCRC1	-0.486808	0.999906	OLD_GSE52778
UQCRC2	0.00550023	0.999906	OLD_GSE52778
UQCRFS1	-0.137281	0.999906	OLD_GSE52778
UQCRH	-0.173561	0.999906	OLD_GSE52778
UQCRHL	0.06482	0.999906	OLD_GSE52778
UQCRQ	0.0343987	0.999906	OLD_GSE52778
URB1	-0.0908192	0.999906	OLD_GSE52778
URB2	-0.293759	0.999906	OLD_GSE52778
URGCP	-0.0313827	0.999906	OLD_GSE52778
URGCP-MRPS24	0	1	OLD_GSE52778
URI1	0.089327	0.999906	OLD_GSE52778
URM1	-0.160164	0.999906	OLD_GSE52778
UROC1	0	1	OLD_GSE52778
UROD	0.178239	0.999906	OLD_GSE52778
UROS	0.0753596	0.999906	OLD_GSE52778
USE1	0.06959	0.999906	OLD_GSE52778
USF1	0.167661	0.999906	OLD_GSE52778
USF2	-0.0105867	0.999906	OLD_GSE52778
USH1C	0	1	OLD_GSE52778
USH1G	1.79769e+308	1	OLD_GSE52778
USH2A	0.385114	1	OLD_GSE52778
USHBP1	0	1	OLD_GSE52778
USMG5	-0.218882	0.999906	OLD_GSE52778
USO1	-0.212326	0.999906	OLD_GSE52778
USP1	0.0765392	0.999906	OLD_GSE52778
USP10	-0.209593	0.999906	OLD_GSE52778
USP11	0.166967	0.999906	OLD_GSE52778
USP12	-0.492853	0.999906	OLD_GSE52778
USP13	-0.336676	0.999906	OLD_GSE52778
USP14	-0.174143	0.999906	OLD_GSE52778
USP15	-0.0297575	0.999906	OLD_GSE52778
USP16	-0.228777	0.999906	OLD_GSE52778
USP17	0	1	OLD_GSE52778
USP17L2	0.246719	1	OLD_GSE52778
USP17L6P	1.79769e+308	1	OLD_GSE52778
USP18	-0.278939	0.999906	OLD_GSE52778
USP19	-0.0622198	0.999906	OLD_GSE52778
USP2	-0.38245	1	OLD_GSE52778
USP20	0.154393	0.999906	OLD_GSE52778
USP21	0.263997	0.999906	OLD_GSE52778
USP22	0.30462	0.999906	OLD_GSE52778
USP24	0.211682	0.999906	OLD_GSE52778
USP25	0.0852057	0.999906	OLD_GSE52778
USP26	0	1	OLD_GSE52778
USP27X	-0.10683	0.999906	OLD_GSE52778
USP28	-0.0553509	0.999906	OLD_GSE52778
USP29	-1.79769e+308	1	OLD_GSE52778
USP3	0.433604	0.999906	OLD_GSE52778
USP30	0.395926	0.999906	OLD_GSE52778
USP31	-0.536173	0.999906	OLD_GSE52778
USP32	-0.205108	0.999906	OLD_GSE52778
USP32P1	-0.017451	0.999906	OLD_GSE52778
USP32P2	0.0387473	0.999906	OLD_GSE52778
USP33	-0.869265	0.181605	OLD_GSE52778
USP34	0.00612522	0.999906	OLD_GSE52778
USP35	0.194368	0.999906	OLD_GSE52778
USP36	-0.18997	0.999906	OLD_GSE52778
USP37	0.0840371	0.999906	OLD_GSE52778
USP38	-0.102675	0.999906	OLD_GSE52778
USP39	-0.356619	0.999906	OLD_GSE52778
USP4	-0.194624	0.999906	OLD_GSE52778
USP40	0.244763	0.999906	OLD_GSE52778
USP42	0.0285253	0.999906	OLD_GSE52778
USP43	-1.42425	1	OLD_GSE52778
USP44	-0.475881	0.999906	OLD_GSE52778
USP45	-0.105065	0.999906	OLD_GSE52778
USP46	-0.704976	0.629234	OLD_GSE52778
USP47	-0.474492	0.999906	OLD_GSE52778
USP48	-0.16314	0.999906	OLD_GSE52778
USP49	0.521994	0.999906	OLD_GSE52778
USP5	0.133524	0.999906	OLD_GSE52778
USP50	0.220696	1	OLD_GSE52778
USP51	0.902787	0.999906	OLD_GSE52778
USP53	-2.15968	2.20504e-05	OLD_GSE52778
USP54	0.473029	0.999906	OLD_GSE52778
USP6	-0.241101	1	OLD_GSE52778
USP6NL	0.325702	0.999906	OLD_GSE52778
USP7	-0.0570146	0.999906	OLD_GSE52778
USP8	-0.0831909	0.999906	OLD_GSE52778
USP9X	-0.395716	0.999906	OLD_GSE52778
USP9Y	-0.00684846	0.999906	OLD_GSE52778
USPL1	-0.0713805	0.999906	OLD_GSE52778
UST	-0.0917639	0.999906	OLD_GSE52778
UTF1	-1.79769e+308	1	OLD_GSE52778
UTP11L	-0.053503	0.999906	OLD_GSE52778
UTP14A	-0.222933	0.999906	OLD_GSE52778
UTP14C	-0.0413304	0.999906	OLD_GSE52778
UTP15	-0.154546	0.999906	OLD_GSE52778
UTP18	-0.258053	0.999906	OLD_GSE52778
UTP20	-0.605538	0.844795	OLD_GSE52778
UTP23	-0.315554	0.999906	OLD_GSE52778
UTP3	-0.337641	0.999906	OLD_GSE52778
UTP6	-0.132388	0.999906	OLD_GSE52778
UTRN	-0.402079	0.999906	OLD_GSE52778
UTS2	0.804092	1	OLD_GSE52778
UTS2D	0.330423	0.999906	OLD_GSE52778
UTS2R	0	1	OLD_GSE52778
UTY	0.328094	0.999906	OLD_GSE52778
UVRAG	0.0492884	0.999906	OLD_GSE52778
UXS1	-0.27568	0.999906	OLD_GSE52778
UXT	-0.17642	0.999906	OLD_GSE52778
VAC14	0.197086	0.999906	OLD_GSE52778
VAMP1	-0.260721	0.999906	OLD_GSE52778
VAMP2	-0.38841	0.999906	OLD_GSE52778
VAMP3	-0.124587	0.999906	OLD_GSE52778
VAMP4	0.00107493	0.999906	OLD_GSE52778
VAMP5	-0.26645	0.999906	OLD_GSE52778
VAMP7	0.0338101	0.999906	OLD_GSE52778
VAMP8	0.414483	0.999906	OLD_GSE52778
VANGL1	0	1	OLD_GSE52778
VANGL2	1.64145	1	OLD_GSE52778
VAPA	-0.463533	0.999906	OLD_GSE52778
VAPB	-0.226719	0.999906	OLD_GSE52778
VARS	-0.129695	0.999906	OLD_GSE52778
VARS2	-0.124903	0.999906	OLD_GSE52778
VASH1	0.0877726	0.999906	OLD_GSE52778
VASH2	4.07227	1	OLD_GSE52778
VASN	0.233406	0.999906	OLD_GSE52778
VASP	-0.516918	0.999906	OLD_GSE52778
VAT1	0.587815	0.999906	OLD_GSE52778
VAT1L	1.38052	1	OLD_GSE52778
VAV1	0	1	OLD_GSE52778
VAV2	0.155723	0.999906	OLD_GSE52778
VAV3	-2.54061	1	OLD_GSE52778
VAX1	0	1	OLD_GSE52778
VAX2	-0.52325	0.999906	OLD_GSE52778
VBP1	-0.00566935	0.999906	OLD_GSE52778
VCAM1	3.57635	2.02179e-05	OLD_GSE52778
VCAN	0.295144	0.999906	OLD_GSE52778
VCL	-0.844863	0.676458	OLD_GSE52778
VCP	-0.0308679	0.999906	OLD_GSE52778
VCPIP1	-0.213018	0.999906	OLD_GSE52778
VCX	-1.79769e+308	1	OLD_GSE52778
VCX2	0	1	OLD_GSE52778
VCX3A	-1.79769e+308	1	OLD_GSE52778
VCX3B	-1.79769e+308	1	OLD_GSE52778
VCY,VCY1B	0	1	OLD_GSE52778
VCY1B	2.63127000000036e-312	1	OLD_GSE52778
VDAC1	-0.281621	0.999906	OLD_GSE52778
VDAC2	-0.614335	0.904279	OLD_GSE52778
VDAC3	-0.0766754	0.999906	OLD_GSE52778
VDR	0.152698	0.999906	OLD_GSE52778
VEGFA	1.19614	0.034973	OLD_GSE52778
VEGFB	-0.0650657	0.999906	OLD_GSE52778
VEGFC	0.44741	0.999906	OLD_GSE52778
VENTX	-1.79769e+308	1	OLD_GSE52778
VENTXP1	0	1	OLD_GSE52778
VENTXP7	0	1	OLD_GSE52778
VEPH1	-0.675686	0.999906	OLD_GSE52778
VEZF1	-0.187663	0.999906	OLD_GSE52778
VEZT	0.0321088	0.999906	OLD_GSE52778
VGF	-1.65162	1	OLD_GSE52778
VGLL1	0	1	OLD_GSE52778
VGLL2	1.79769e+308	1	OLD_GSE52778
VGLL3	-1.26443	0.0339051	OLD_GSE52778
VGLL4	-0.0506854	0.999906	OLD_GSE52778
VHL	0.0219763	0.999906	OLD_GSE52778
VHLL	0.426402	1	OLD_GSE52778
VIL1	-1.79769e+308	1	OLD_GSE52778
VILL	0.207868	0.999906	OLD_GSE52778
VIM	0.378475	0.999906	OLD_GSE52778
VIP	-1.79769e+308	1	OLD_GSE52778
VIPR1	-1.79769e+308	1	OLD_GSE52778
VIPR2	-2.09003	1	OLD_GSE52778
VIT	-0.359845	0.999906	OLD_GSE52778
VKORC1	-0.0125222	0.999906	OLD_GSE52778
VKORC1L1	-0.552134	0.999906	OLD_GSE52778
VLDLR	0.283753	0.999906	OLD_GSE52778
VMA21	-0.132077	0.999906	OLD_GSE52778
VMAC	0.265692	0.999906	OLD_GSE52778
VMO1	-0.495478	0.999906	OLD_GSE52778
VMP1	-0.379078	0.999906	OLD_GSE52778
VN1R1	0.783286	0.999906	OLD_GSE52778
VN1R10P	0	1	OLD_GSE52778
VN1R2	0	1	OLD_GSE52778
VN1R4	0	1	OLD_GSE52778
VN1R5	0.204178	1	OLD_GSE52778
VNN1	1.35223	1	OLD_GSE52778
VNN2	-0.375501	1	OLD_GSE52778
VNN3	1.39898	1	OLD_GSE52778
VOPP1	-0.362363	0.999906	OLD_GSE52778
VPRBP	-0.36152	0.999906	OLD_GSE52778
VPREB1	0	1	OLD_GSE52778
VPREB3	1.90194	1	OLD_GSE52778
VPS11	0.182373	0.999906	OLD_GSE52778
VPS13A	-0.0321138	0.999906	OLD_GSE52778
VPS13B	0.208101	0.999906	OLD_GSE52778
VPS13C	0.0568384	0.999906	OLD_GSE52778
VPS13D	-0.632991	0.711042	OLD_GSE52778
VPS16	-0.00683938	0.999906	OLD_GSE52778
VPS18	-0.451249	0.999906	OLD_GSE52778
VPS25	-0.157163	0.999906	OLD_GSE52778
VPS26A	-0.0933756	0.999906	OLD_GSE52778
VPS26B	0.139745	0.999906	OLD_GSE52778
VPS28	-0.0858065	0.999906	OLD_GSE52778
VPS29	-0.235989	0.999906	OLD_GSE52778
VPS33A	0.0294016	0.999906	OLD_GSE52778
VPS33B	-0.0161891	0.999906	OLD_GSE52778
VPS35	0.216115	0.999906	OLD_GSE52778
VPS36	-0.211306	0.999906	OLD_GSE52778
VPS37A	-0.47615	0.999906	OLD_GSE52778
VPS37B	0.0421235	0.999906	OLD_GSE52778
VPS37C	-0.104098	0.999906	OLD_GSE52778
VPS37D	0.466051	0.999906	OLD_GSE52778
VPS39	-0.122341	0.999906	OLD_GSE52778
VPS41	0.0642158	0.999906	OLD_GSE52778
VPS45	0.143262	0.999906	OLD_GSE52778
VPS4A	-0.488137	0.999906	OLD_GSE52778
VPS4B	-0.34595	0.999906	OLD_GSE52778
VPS52	0.00978046	0.999906	OLD_GSE52778
VPS53	-0.00183633	0.999906	OLD_GSE52778
VPS54	-0.00801198	0.999906	OLD_GSE52778
VPS72	0.0385996	0.999906	OLD_GSE52778
VPS8	0.486406	0.999906	OLD_GSE52778
VRK1	-0.278384	0.999906	OLD_GSE52778
VRK2	-0.196198	0.999906	OLD_GSE52778
VRK3	-0.0767583	0.999906	OLD_GSE52778
VRTN	-1.79769e+308	1	OLD_GSE52778
VSIG1	0.962976	1	OLD_GSE52778
VSIG10	-0.282057	0.999906	OLD_GSE52778
VSIG10L	0.130486	1	OLD_GSE52778
VSIG2	-0.646273	1	OLD_GSE52778
VSIG4	0	1	OLD_GSE52778
VSIG8	1.52517	1	OLD_GSE52778
VSNL1	0.0859626	1	OLD_GSE52778
VSTM1	0	1	OLD_GSE52778
VSTM2A	0	1	OLD_GSE52778
VSTM2B	0	1	OLD_GSE52778
VSTM2L	-0.231339	0.999906	OLD_GSE52778
VSTM4	-0.615591	0.886665	OLD_GSE52778
VSTM5	-0.162782	1	OLD_GSE52778
VSX1	1.79769e+308	1	OLD_GSE52778
VSX2	0	1	OLD_GSE52778
VTA1	0.0583127	0.999906	OLD_GSE52778
VTCN1	4.36395	1	OLD_GSE52778
VTI1A	-0.178345	0.999906	OLD_GSE52778
